HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url_A,Input.video_url_B,Answer.ranking.label,Approve,Reject
3XEDXEGFX3F5D8H3BO5XGXJ95VO0K5,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3G5F9DBFOQOWR3F5Y2VQDIOW2JRVHD,A2TRHMYD2VZH5,Submitted,Mon Apr 29 12:08:50 PDT 2019,Mon Apr 29 12:09:37 PDT 2019,Thu May 02 12:09:37 PDT 2019,,,,47,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,B,,
32XN26MTXZAGXEZLWOHYVXWOUVT0L8,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3GS6S824SRO1GO1LRAVZ4446V42NWO,A177EXELDLWTWV,Submitted,Mon Apr 29 12:08:57 PDT 2019,Mon Apr 29 12:11:03 PDT 2019,Thu May 02 12:11:03 PDT 2019,,,,126,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00150.mp4,B,,
3BC9H1KCYU3T53758AZ9W07O4FBWYX,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,336KAV9KYRJ9G77SKSF3XDMOVHC2YC,A26VFMS3M1XWSX,Submitted,Mon Apr 29 12:08:59 PDT 2019,Mon Apr 29 12:10:44 PDT 2019,Thu May 02 12:10:44 PDT 2019,,,,105,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00200.mp4,A,,
3D4BBDG7ZHNJB24C2Y6IUC483YZ3CQ,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3IOEN3P9S8A082FQV5KX93SQ41561Z,A1ORUO2MGV9AT6,Submitted,Mon Apr 29 12:09:33 PDT 2019,Mon Apr 29 12:12:37 PDT 2019,Thu May 02 12:12:37 PDT 2019,,,,184,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00250.mp4,B,,
3UUIU9GZC5W3BYTR23P1YJ2W5GQ5T1,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3MB8LZR5BGKKXO4JQJWH316M32TLKO,A2ETY1O927Z1IF,Submitted,Mon Apr 29 12:08:50 PDT 2019,Mon Apr 29 12:10:20 PDT 2019,Thu May 02 12:10:20 PDT 2019,,,,90,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00300.mp4,B,,
3L7SUC0TTUL03WH6W0IDVABDU0J0MA,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3WYP994K18IXY8QT7UR6NQ30BMDY6O,A87AO6A9ILCHD,Submitted,Mon Apr 29 12:19:00 PDT 2019,Mon Apr 29 12:20:34 PDT 2019,Thu May 02 12:20:34 PDT 2019,,,,94,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00350.mp4,B,,
3W1K7D6QSB81MQJZ955WNT3508XZBB,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3BDCF01OGYLFHTT0UYX8C9LX1H2YLW,A3HNEYFOIJWPH1,Submitted,Mon Apr 29 12:09:02 PDT 2019,Mon Apr 29 12:11:45 PDT 2019,Thu May 02 12:11:45 PDT 2019,,,,163,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00400.mp4,A,,
3XDJY5RK5SC0FS4GO3W1YNIKOY1U4B,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3AUQQEL7U6KLG3990UO57QPFG2Q0VH,A1QWBLJIMF1A5V,Submitted,Mon Apr 29 12:09:06 PDT 2019,Mon Apr 29 12:09:50 PDT 2019,Thu May 02 12:09:50 PDT 2019,,,,44,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00450.mp4,B,,
3P520RYKCHXIBB8G28FB3FOYOUWU5G,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,33OOO72IVICQX3007FHA193VS66TCM,A1J4AZL6MZ675U,Submitted,Mon Apr 29 12:08:52 PDT 2019,Mon Apr 29 12:12:38 PDT 2019,Thu May 02 12:12:38 PDT 2019,,,,226,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00500.mp4,B,,
3HO4MYYR12FEUF8U7RPGVL2YKP7U6W,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3KJYX6QCMA2SI9AVM2YBPV4BFBVVJI,A2MCG5W6LHSRG9,Submitted,Mon Apr 29 12:08:53 PDT 2019,Mon Apr 29 12:10:26 PDT 2019,Thu May 02 12:10:26 PDT 2019,,,,93,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00550.mp4,B,,
3SA4EMRVJVT6OZEJOGA5CE58Z5TP0U,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3EO896NRAXMD5H66H7YWODGQIQJJTU,A2DNLHS1RSTF5R,Submitted,Mon Apr 29 12:19:22 PDT 2019,Mon Apr 29 12:22:27 PDT 2019,Thu May 02 12:22:27 PDT 2019,,,,185,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00600.mp4,B,,
3VCK0Q0PO556LE2681XD8P0DZQT0NA,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3570Y55XZQAZV1FZJ70SZHGP50GYGQ,A177EXELDLWTWV,Submitted,Mon Apr 29 12:08:57 PDT 2019,Mon Apr 29 12:10:31 PDT 2019,Thu May 02 12:10:31 PDT 2019,,,,94,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,B,,
3EHIMLB7F7QWT7LY07FFWK9ZWCW8HW,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3HHRAGRYX9W8MDOPZELK59W0NDMO9E,A19CB2C4GY4C60,Submitted,Mon Apr 29 12:09:04 PDT 2019,Mon Apr 29 12:11:23 PDT 2019,Thu May 02 12:11:23 PDT 2019,,,,139,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00150.mp4,B,,
3P520RYKCHXIBB8G28FB3FOYOUX5US,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,384PI804XTS5OBS56ZJ0W358HYW0SC,A3L5E0H6LIE1LY,Submitted,Mon Apr 29 12:08:52 PDT 2019,Mon Apr 29 12:11:50 PDT 2019,Thu May 02 12:11:50 PDT 2019,,,,178,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00200.mp4,B,,
3FSEU3P2NRRF06EXVLX9156A9DHRRN,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3OS46CRSLGQGUEVO2J4MGRZ6T5BV6C,A2HUTXBZ4YCVYT,Submitted,Mon Apr 29 12:15:24 PDT 2019,Mon Apr 29 12:16:30 PDT 2019,Thu May 02 12:16:30 PDT 2019,,,,66,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00250.mp4,B,,
3FO95NVK5CRR1LEAAAXERFB6VF0RSB,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3IAEQB9FMFBSUCA82GHW8ZSCH00WDF,A3F9N2P4NUUR7S,Submitted,Mon Apr 29 12:09:22 PDT 2019,Mon Apr 29 12:10:49 PDT 2019,Thu May 02 12:10:49 PDT 2019,,,,87,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00300.mp4,A,,
30QQTY5GMKBXYFMZQ1U81Z2UF0RU7V,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3V5Q80FXIYI804A4V7MD7JQBMGH327,A1ZD8RU6YB0VEU,Submitted,Mon Apr 29 12:09:00 PDT 2019,Mon Apr 29 12:09:27 PDT 2019,Thu May 02 12:09:27 PDT 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00350.mp4,B,,
3MDWE879UHTMGZ1M57BXA51CL59B98,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3TK8OJTYM2CO4KDTHF3VMRQNOA1VPI,A1SBMQLVY9CLYU,Submitted,Mon Apr 29 12:09:02 PDT 2019,Mon Apr 29 12:09:46 PDT 2019,Thu May 02 12:09:46 PDT 2019,,,,44,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00400.mp4,B,,
304QEQWKZPBO3Z2I9GXQNE0IP0Y0OP,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3GA6AFUKOPFCFUDMESPKUNWDBZZ3HP,A3HNEYFOIJWPH1,Submitted,Mon Apr 29 12:09:07 PDT 2019,Mon Apr 29 12:17:35 PDT 2019,Thu May 02 12:17:35 PDT 2019,,,,508,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00450.mp4,B,,
33Q5P9PUSPDKWVB5N51RYD9NITXZCI,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3DBQWDE4Y7P735M1V98QE4RTB7Z5NQ,A28HB7240OFGEW,Submitted,Mon Apr 29 12:09:07 PDT 2019,Mon Apr 29 12:09:34 PDT 2019,Thu May 02 12:09:34 PDT 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00500.mp4,B,,
3SA4EMRVJVT6OZEJOGA5CE58Z5U0P6,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3AMW0RGHOETBWF4KFOH4CAWA27ZNPT,A272A0JGRTBFCR,Submitted,Mon Apr 29 12:08:58 PDT 2019,Mon Apr 29 12:10:43 PDT 2019,Thu May 02 12:10:43 PDT 2019,,,,105,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00550.mp4,B,,
32PT7WK7DM6TGUAQ2U1TEIMQOYB3DQ,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3F0BG9B9MQEG284YQ4WYT43W6XY7YX,A1J4AZL6MZ675U,Submitted,Mon Apr 29 12:09:05 PDT 2019,Mon Apr 29 12:16:29 PDT 2019,Thu May 02 12:16:29 PDT 2019,,,,444,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00600.mp4,B,,
32CXT5U14GU1YTRI06MEFZYPQKXU8I,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,34MAJL3QP5EI3IPRZL510YN96UD343,A1EY3YKOC2DVBU,Submitted,Mon Apr 29 12:09:09 PDT 2019,Mon Apr 29 12:11:22 PDT 2019,Thu May 02 12:11:22 PDT 2019,,,,133,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00150.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00050.mp4,A,,
3TX9T2ZCB9STATHA4W1SA7GQA9FWZO,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3ATPCQ38J91YLA2WX78I3V5M754AYR,A38DC3BG1ZCVZ2,Submitted,Mon Apr 29 12:09:22 PDT 2019,Mon Apr 29 12:14:04 PDT 2019,Thu May 02 12:14:04 PDT 2019,,,,282,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00150.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00100.mp4,A,,
3IHWR4LC7D4WP2WI6PX0WWAEWPB8IP,3K4OUUN0MNC4NGK528HDBR512BOCMT,Choose which video has the best performance,"Given two videos of a computer learning to play a video game, choose which video has the best performance.","video, classification, preferences, machine learning",$0.20,Mon Apr 29 12:08:25 PDT 2019,1,BatchId:3624797;OriginalHitTemplateId:928390922;,600,259200,Thu May 02 12:08:25 PDT 2019,,,3S96KQ6I9NV02V6E7BCLLFLDD6ITDM,A3L04E6VTT3LCI,Submitted,Mon Apr 29 12:08:54 PDT 2019,Mon Apr 29 12:09:18 PDT 2019,Thu May 02 12:09:18 PDT 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00150.mp4,https://raw.githubusercontent.com/dsbrown1331/TurkVideos/master/breakout_00200.mp4,B,,
